Year,Start Date,End Date,Primal Sign
1996,Dec 22,Dec 31,Aardvark
1997,Jan 01,Jan 19,Aardvark
1997,Jan 20,Feb 06,Meerkat
1997,Feb 07,Feb 19,Walrus
1997,Feb 20,Mar 20,Moose
1997,Mar 21,Apr 19,Hippopotamus
1997,Apr 20,May 20,Yak
1997,May 21,Jun 21,Coyote
1997,Jun 22,Jul 21,Black Bear
1997,Jul 22,Aug 22,Sun Bear
1997,Aug 23,Sep 22,Sea Star
1997,Sep 23,Oct 23,Elephant
1997,Oct 24,Nov 21,Platypus
1997,Nov 22,Dec 21,Raccoon
1997,Dec 22,Dec 31,Ant
1998,Jan 01,Jan 19,Ant
1998,Jan 20,Jan 27,Walrus
1998,Jan 28,Feb 19,Panther
1998,Feb 20,Mar 20,Stingray
1998,Mar 21,Apr 19,Rhinoceros
1998,Apr 20,May 20,Wolf
1998,May 21,Jun 21,Chimpanzee
1998,Jun 22,Jul 21,Vampire Bat
1998,Jul 22,Aug 22,Wolverine
1998,Aug 23,Sep 22,Narwhal
1998,Sep 23,Oct 23,Tasmanian Devil
1998,Oct 24,Nov 21,Honey Badger
1998,Nov 22,Dec 21,Mongoose
1998,Dec 22,Dec 31,Komodo Dragon
1999,Jan 01,Jan 19,Komodo Dragon
1999,Jan 20,Feb 15,Panther
1999,Feb 16,Feb 19,Sloth
1999,Feb 20,Mar 20,Silkworm
1999,Mar 21,Apr 19,Llama
1999,Apr 20,May 20,Hedgehog
1999,May 21,Jun 21,Toucan
1999,Jun 22,Jul 21,Turtle
1999,Jul 22,Aug 22,Angora Rabbit
1999,Aug 23,Sep 22,Earthworm
1999,Sep 23,Oct 23,Butterfly
1999,Oct 24,Nov 21,Koala
1999,Nov 22,Dec 21,Sugar Glider
1999,Dec 22,Dec 31,Weaver Finch
2000,Jan 01,Jan 19,Weaver Finch
2000,Jan 20,Feb 04,Sloth
2000,Feb 05,Feb 19,Leopard
2000,Feb 20,Mar 20,Firefly
2000,Mar 21,Apr 19,Tyrannosaurus Rex
2000,Apr 20,May 20,Rattlesnake
2000,May 21,Jun 21,Hummingbird
2000,Jun 22,Jul 21,Hornet
2000,Jul 22,Aug 22,Orca
2000,Aug 23,Sep 22,Polar Bear
2000,Sep 23,Oct 23,Porcupine
2000,Oct 24,Nov 21,Jaguar
2000,Nov 22,Dec 21,Whale
2000,Dec 22,Dec 31,Eagle
2001,Jan 01,Jan 19,Eagle
2001,Jan 20,Jan 23,Leopard
2001,Jan 24,Feb 19,Boa Constrictor
2001,Feb 20,Mar 20,Frog
2001,Mar 21,Apr 19,Praying Mantis
2001,Apr 20,May 20,Jackal
2001,May 21,Jun 21,Lemur
2001,Jun 22,Jul 21,Snail
2001,Jul 22,Aug 22,Fox
2001,Aug 23,Sep 22,Jellyfish
2001,Sep 23,Oct 23,Ladybug
2001,Oct 24,Nov 21,Anglerfish
2001,Nov 22,Dec 21,Tarantula
2001,Dec 22,Dec 31,Alligator
2002,Jan 01,Jan 19,Alligator
2002,Jan 20,Feb 11,Boa Constrictor
2002,Feb 12,Feb 19,Unicorn
2002,Feb 20,Mar 20,Gecko
2002,Mar 21,Apr 19,Hammerhead Shark
2002,Apr 20,May 20,Kangaroo
2002,May 21,Jun 21,Great White Shark
2002,Jun 22,Jul 21,Hermit Crab
2002,Jul 22,Aug 22,Hyena
2002,Aug 23,Sep 22,Giraffe
2002,Sep 23,Oct 23,Goose
2002,Oct 24,Nov 21,Dragonfly
2002,Nov 22,Dec 21,Dove
2002,Dec 22,Dec 31,Salmon
2003,Jan 01,Jan 19,Salmon
2003,Jan 20,Jan 31,Unicorn
2003,Feb 01,Feb 19,Handfish
2003,Feb 20,Mar 20,Leafy Seadragon
2003,Mar 21,Apr 19,Catfish
2003,Apr 20,May 20,Buffalo
2003,May 21,Jun 21,Centipede
2003,Jun 22,Jul 21,Duck
2003,Jul 22,Aug 22,Swan
2003,Aug 23,Sep 22,Flamingo
2003,Sep 23,Oct 23,Clownfish
2003,Oct 24,Nov 21,Panda
2003,Nov 22,Dec 21,Tortoise
2003,Dec 22,Dec 31,Mole
2004,Jan 01,Jan 19,Mole
2004,Jan 20,Jan 21,Handfish
2004,Jan 22,Feb 19,Dolphin
2004,Feb 20,Mar 20,Cheetah
2004,Mar 21,Apr 19,Gorilla
2004,Apr 20,May 20,Ostrich
2004,May 21,Jun 21,Seal
2004,Jun 22,Jul 21,Emperor Tamarin
2004,Jul 22,Aug 22,Ferret
2004,Aug 23,Sep 22,Penguin
2004,Sep 23,Oct 23,Axolotl
2004,Oct 24,Nov 21,Raven
2004,Nov 22,Dec 21,Roadrunner
2004,Dec 22,Dec 31,Woodpecker
2005,Jan 01,Jan 19,Woodpecker
2005,Jan 20,Feb 08,Dolphin
2005,Feb 09,Feb 19,Bird-of-Paradise
2005,Feb 20,Mar 20,Ocelot
2005,Mar 21,Apr 19,Goldfinch
2005,Apr 20,May 20,Beaver
2005,May 21,Jun 21,Parrot
2005,Jun 22,Jul 21,Iguana
2005,Jul 22,Aug 22,Peacock
2005,Aug 23,Sep 22,Corgi
2005,Sep 23,Oct 23,Pelican
2005,Oct 24,Nov 21,Owl
2005,Nov 22,Dec 21,Swordfish
2005,Dec 22,Dec 31,Bee
2006,Jan 01,Jan 19,Bee
2006,Jan 20,Jan 28,Bird-of-Paradise
2006,Jan 29,Feb 19,Chameleon
2006,Feb 20,Mar 20,Tarsier
2006,Mar 21,Apr 19,Doberman Pinscher
2006,Apr 20,May 20,Seagull
2006,May 21,Jun 21,Deer
2006,Jun 22,Jul 21,Pit Bull
2006,Jul 22,Aug 22,Shih Tzu
2006,Aug 23,Sep 22,Salamander
2006,Sep 23,Oct 23,Crane
2006,Oct 24,Nov 21,Octopus
2006,Nov 22,Dec 21,Golden Retriever
2006,Dec 22,Dec 31,Boxer
2007,Jan 01,Jan 19,Boxer
2007,Jan 20,Feb 17,Chameleon
2007,Feb 18,Feb 19,Pufferfish
2007,Feb 20,Mar 20,Zebra
2007,Mar 21,Apr 19,Dodo
2007,Apr 20,May 20,Wombat
2007,May 21,Jun 21,Cricket
2007,Jun 22,Jul 21,Lobster
2007,Jul 22,Aug 22,Quetzal
2007,Aug 23,Sep 22,Gazelle
2007,Sep 23,Oct 23,Marmot
2007,Oct 24,Nov 21,Squid
2007,Nov 22,Dec 21,Camel
2007,Dec 22,Dec 31,Spider
2008,Jan 01,Jan 19,Spider
2008,Jan 20,Feb 06,Pufferfish
2008,Feb 07,Feb 19,Meerkat
2008,Feb 20,Mar 20,Lemming
2008,Mar 21,Apr 19,Piranha
2008,Apr 20,May 20,Squirrel
2008,May 21,Jun 21,Chipmunk
2008,Jun 22,Jul 21,Seahorse
2008,Jul 22,Aug 22,Otter
2008,Aug 23,Sep 22,Mouse
2008,Sep 23,Oct 23,Vulture
2008,Oct 24,Nov 21,Anaconda
2008,Nov 22,Dec 21,Skunk
2008,Dec 22,Dec 31,Aardvark
Year,Start Date,End Date,Primal Sign
2009,Jan 01,Jan 19,Aardvark
2009,Jan 20,Jan 25,Meerkat
2009,Jan 26,Feb 19,Walrus
2009,Feb 20,Mar 20,Moose
2009,Mar 21,Apr 19,Hippopotamus
2009,Apr 20,May 20,Yak
2009,May 21,Jun 21,Coyote
2009,Jun 22,Jul 21,Black Bear
2009,Jul 22,Aug 22,Sun Bear
2009,Aug 23,Sep 22,Sea Star
2009,Sep 23,Oct 23,Elephant
2009,Oct 24,Nov 21,Platypus
2009,Nov 22,Dec 21,Raccoon
2009,Dec 22,Dec 31,Ant
2010,Jan 01,Jan 19,Ant
2010,Jan 20,Feb 13,Walrus
2010,Feb 14,Feb 19,Panther
2010,Feb 20,Mar 20,Stingray
2010,Mar 21,Apr 19,Rhinoceros
2010,Apr 20,May 20,Wolf
2010,May 21,Jun 21,Chimpanzee
2010,Jun 22,Jul 21,Vampire Bat
2010,Jul 22,Aug 22,Wolverine
2010,Aug 23,Sep 22,Narwhal
2010,Sep 23,Oct 23,Tasmanian Devil
2010,Oct 24,Nov 21,Honey Badger
2010,Nov 22,Dec 21,Mongoose
2010,Dec 22,Dec 31,Komodo Dragon
2011,Jan 01,Jan 19,Komodo Dragon
2011,Jan 20,Feb 02,Panther
2011,Feb 03,Feb 19,Sloth
2011,Feb 20,Mar 20,Silkworm
2011,Mar 21,Apr 19,Llama
2011,Apr 20,May 20,Hedgehog
2011,May 21,Jun 21,Toucan
2011,Jun 22,Jul 21,Turtle
2011,Jul 22,Aug 22,Angora Rabbit
2011,Aug 23,Sep 22,Earthworm
2011,Sep 23,Oct 23,Butterfly
2011,Oct 24,Nov 21,Koala
2011,Nov 22,Dec 21,Sugar Glider
2011,Dec 22,Dec 31,Weaver Finch
2012,Jan 01,Jan 19,Weaver Finch
2012,Jan 20,Jan 22,Sloth
2012,Jan 23,Feb 19,Leopard
2012,Feb 20,Mar 20,Firefly
2012,Mar 21,Apr 19,Tyrannosaurus Rex
2012,Apr 20,May 20,Rattlesnake
2012,May 21,Jun 21,Hummingbird
2012,Jun 22,Jul 21,Hornet
2012,Jul 22,Aug 22,Orca
2012,Aug 23,Sep 22,Polar Bear
2012,Sep 23,Oct 23,Porcupine
2012,Oct 24,Nov 21,Jaguar
2012,Nov 22,Dec 21,Whale
2012,Dec 22,Dec 31,Eagle
2013,Jan 01,Jan 19,Eagle
2013,Jan 20,Feb 09,Leopard
2013,Feb 10,Feb 19,Boa Constrictor
2013,Feb 20,Mar 20,Frog
2013,Mar 21,Apr 19,Praying Mantis
2013,Apr 20,May 20,Jackal
2013,May 21,Jun 21,Lemur
2013,Jun 22,Jul 21,Snail
2013,Jul 22,Aug 22,Fox
2013,Aug 23,Sep 22,Jellyfish
2013,Sep 23,Oct 23,Ladybug
2013,Oct 24,Nov 21,Anglerfish
2013,Nov 22,Dec 21,Tarantula
2013,Dec 22,Dec 31,Alligator
2014,Jan 01,Jan 19,Alligator
2014,Jan 20,Jan 30,Boa Constrictor
2014,Jan 31,Feb 19,Unicorn
2014,Feb 20,Mar 20,Gecko
2014,Mar 21,Apr 19,Hammerhead Shark
2014,Apr 20,May 20,Kangaroo
2014,May 21,Jun 21,Great White Shark
2014,Jun 22,Jul 21,Hermit Crab
2014,Jul 22,Aug 22,Hyena
2014,Aug 23,Sep 22,Giraffe
2014,Sep 23,Oct 23,Goose
2014,Oct 24,Nov 21,Dragonfly
2014,Nov 22,Dec 21,Dove
2014,Dec 22,Dec 31,Salmon
2015,Jan 01,Jan 19,Salmon
2015,Jan 20,Feb 18,Unicorn
2015,Feb 19,Feb 19,Handfish
2015,Feb 20,Mar 20,Leafy Seadragon
2015,Mar 21,Apr 19,Catfish
2015,Apr 20,May 20,Buffalo
2015,May 21,Jun 21,Centipede
2015,Jun 22,Jul 21,Duck
2015,Jul 22,Aug 22,Swan
2015,Aug 23,Sep 22,Flamingo
2015,Sep 23,Oct 23,Clownfish
2015,Oct 24,Nov 21,Panda
2015,Nov 22,Dec 21,Tortoise
2015,Dec 22,Dec 31,Mole
2016,Jan 01,Jan 19,Mole
2016,Jan 20,Feb 07,Handfish
2016,Feb 08,Feb 19,Dolphin
2016,Feb 20,Mar 20,Cheetah
2016,Mar 21,Apr 19,Gorilla
2016,Apr 20,May 20,Ostrich
2016,May 21,Jun 21,Seal
2016,Jun 22,Jul 21,Emperor Tamarin
2016,Jul 22,Aug 22,Ferret
2016,Aug 23,Sep 22,Penguin
2016,Sep 23,Oct 23,Axolotl
2016,Oct 24,Nov 21,Raven
2016,Nov 22,Dec 21,Roadrunner
2016,Dec 22,Dec 31,Woodpecker
2017,Jan 01,Jan 19,Woodpecker
2017,Jan 20,Jan 27,Dolphin
2017,Jan 28,Feb 19,Bird-of-Paradise
2017,Feb 20,Mar 20,Ocelot
2017,Mar 21,Apr 19,Goldfinch
2017,Apr 20,May 20,Beaver
2017,May 21,Jun 21,Parrot
2017,Jun 22,Jul 21,Iguana
2017,Jul 22,Aug 22,Peacock
2017,Aug 23,Sep 22,Corgi
2017,Sep 23,Oct 23,Pelican
2017,Oct 24,Nov 21,Owl
2017,Nov 22,Dec 21,Swordfish
2017,Dec 22,Dec 31,Bee
2018,Jan 01,Jan 19,Bee
2018,Jan 20,Feb 18,Bird-of-Paradise
2018,Feb 19,Feb 19,Chameleon
2018,Feb 20,Mar 20,Tarsier
2018,Mar 21,Apr 19,Doberman Pinscher
2018,Apr 20,May 20,Seagull
2018,May 21,Jun 21,Deer
2018,Jun 22,Jul 21,Pit Bull
2018,Jul 22,Aug 22,Shih Tzu
2018,Aug 23,Sep 22,Salamander
2018,Sep 23,Oct 23,Crane
2018,Oct 24,Nov 21,Octopus
2018,Nov 22,Dec 21,Golden Retriever
2018,Dec 22,Dec 31,Boxer
2019,Jan 01,Jan 19,Boxer
2019,Jan 20,Feb 04,Chameleon
2019,Feb 05,Feb 19,Pufferfish
2019,Feb 20,Mar 20,Zebra
2019,Mar 21,Apr 19,Dodo
2019,Apr 20,May 20,Wombat
2019,May 21,Jun 21,Cricket
2019,Jun 22,Jul 21,Lobster
2019,Jul 22,Aug 22,Quetzal
2019,Aug 23,Sep 22,Gazelle
2019,Sep 23,Oct 23,Marmot
2019,Oct 24,Nov 21,Squid
2019,Nov 22,Dec 21,Camel
2019,Dec 22,Dec 31,Spider
2020,Jan 01,Jan 19,Spider
2020,Jan 20,Jan 24,Pufferfish
2020,Jan 25,Feb 19,Meerkat
2020,Feb 20,Mar 20,Lemming
2020,Mar 21,Apr 19,Piranha
2020,Apr 20,May 20,Squirrel
2020,May 21,Jun 21,Chipmunk
2020,Jun 22,Jul 21,Seahorse
2020,Jul 22,Aug 22,Otter
2020,Aug 23,Sep 22,Mouse
2020,Sep 23,Oct 23,Vulture
2020,Oct 24,Nov 21,Anaconda
2020,Nov 22,Dec 21,Skunk
2020,Dec 22,Dec 31,Aardvark
2021,Jan 01,Jan 19,Aardvark
2021,Jan 20,Feb 11,Meerkat
2021,Feb 12,Feb 19,Walrus
2021,Feb 20,Mar 20,Moose
2021,Mar 21,Apr 19,Hippopotamus
2021,Apr 20,May 20,Yak
2021,May 21,Jun 21,Coyote
2021,Jun 22,Jul 21,Black Bear
2021,Jul 22,Aug 22,Sun Bear
2021,Aug 23,Sep 22,Sea Star
2021,Sep 23,Oct 23,Elephant
2021,Oct 24,Nov 21,Platypus
2021,Nov 22,Dec 21,Raccoon
2021,Dec 22,Dec 31,Ant
2022,Jan 01,Jan 19,Ant
2022,Jan 20,Jan 31,Walrus
2022,Feb 01,Feb 19,Panther
2022,Feb 20,Mar 20,Stingray
2022,Mar 21,Apr 19,Rhinoceros
2022,Apr 20,May 20,Wolf
2022,May 21,Jun 21,Chimpanzee
2022,Jun 22,Jul 21,Vampire Bat
2022,Jul 22,Aug 22,Wolverine
2022,Aug 23,Sep 22,Narwhal
2022,Sep 23,Oct 23,Tasmanian Devil
2022,Oct 24,Nov 21,Honey Badger
2022,Nov 22,Dec 21,Mongoose
2022,Dec 22,Dec 31,Komodo Dragon
2023,Jan 01,Jan 19,Komodo Dragon
2023,Jan 20,Jan 21,Panther
2023,Jan 22,Feb 19,Sloth
2023,Feb 20,Mar 20,Silkworm
2023,Mar 21,Apr 19,Llama
2023,Apr 20,May 20,Hedgehog
2023,May 21,Jun 21,Toucan
2023,Jun 22,Jul 21,Turtle
2023,Jul 22,Aug 22,Angora Rabbit
2023,Aug 23,Sep 22,Earthworm
2023,Sep 23,Oct 23,Butterfly
2023,Oct 24,Nov 21,Koala
2023,Nov 22,Dec 21,Sugar Glider
2023,Dec 22,Dec 31,Weaver Finch
2024,Jan 01,Jan 19,Weaver Finch
2024,Jan 20,Feb 09,Sloth
2024,Feb 10,Feb 19,Leopard
2024,Feb 20,Mar 20,Firefly
2024,Mar 21,Apr 19,Tyrannosaurus Rex
2024,Apr 20,May 20,Rattlesnake
2024,May 21,Jun 21,Hummingbird
2024,Jun 22,Jul 21,Hornet
2024,Jul 22,Aug 22,Orca
2024,Aug 23,Sep 22,Polar Bear
2024,Sep 23,Oct 23,Porcupine
2024,Oct 24,Nov 21,Jaguar
2024,Nov 22,Dec 21,Whale
2024,Dec 22,Dec 31,Eagle
2025,Jan 01,Jan 19,Eagle
2025,Jan 20,Jan 28,Leopard
2025,Jan 29,Feb 19,Boa Constrictor
2025,Feb 20,Mar 20,Frog
2025,Mar 21,Apr 19,Praying Mantis
2025,Apr 20,May 20,Jackal
2025,May 21,Jun 21,Lemur
2025,Jun 22,Jul 21,Snail
2025,Jul 22,Aug 22,Fox
2025,Aug 23,Sep 22,Jellyfish
2025,Sep 23,Oct 23,Ladybug
2025,Oct 24,Nov 21,Anglerfish
2025,Nov 22,Dec 21,Tarantula
2025,Dec 22,Dec 31,Alligator
2026,Jan 01,Jan 19,Alligator
2026,Jan 20,Feb 16,Boa Constrictor
2026,Feb 17,Feb 19,Unicorn
2026,Feb 20,Mar 20,Gecko
2026,Mar 21,Apr 19,Hammerhead Shark
2026,Apr 20,May 20,Kangaroo
2026,May 21,Jun 21,Great White Shark
2026,Jun 22,Jul 21,Hermit Crab
2026,Jul 22,Aug 22,Hyena
2026,Aug 23,Sep 22,Giraffe
2026,Sep 23,Oct 23,Goose
2026,Oct 24,Nov 21,Dragonfly
2026,Nov 22,Dec 21,Dove
2026,Dec 22,Dec 31,Salmon
2027,Jan 01,Jan 19,Salmon
2027,Jan 20,Feb 05,Unicorn
2027,Feb 06,Feb 19,Handfish
2027,Feb 20,Mar 20,Leafy Seadragon
2027,Mar 21,Apr 19,Catfish
2027,Apr 20,May 20,Buffalo
2027,May 21,Jun 21,Centipede
2027,Jun 22,Jul 21,Duck
2027,Jul 22,Aug 22,Swan
2027,Aug 23,Sep 22,Flamingo
2027,Sep 23,Oct 23,Clownfish
2027,Oct 24,Nov 21,Panda
2027,Nov 22,Dec 21,Tortoise
2027,Dec 22,Dec 31,Mole
2028,Jan 01,Jan 19,Mole
2028,Jan 20,Jan 25,Handfish
2028,Jan 26,Feb 19,Dolphin
2028,Feb 20,Mar 20,Cheetah
2028,Mar 21,Apr 19,Gorilla
2028,Apr 20,May 20,Ostrich
2028,May 21,Jun 21,Seal
2028,Jun 22,Jul 21,Emperor Tamarin
2028,Jul 22,Aug 22,Ferret
2028,Aug 23,Sep 22,Penguin
2028,Sep 23,Oct 23,Axolotl
2028,Oct 24,Nov 21,Raven
2028,Nov 22,Dec 21,Roadrunner
2028,Dec 22,Dec 31,Woodpecker
2029,Jan 01,Jan 19,Woodpecker
2029,Jan 20,Feb 12,Dolphin
2029,Feb 13,Feb 19,Bird-of-Paradise
2029,Feb 20,Mar 20,Ocelot
2029,Mar 21,Apr 19,Goldfinch
2029,Apr 20,May 20,Beaver
2029,May 21,Jun 21,Parrot
2029,Jun 22,Jul 21,Iguana
2029,Jul 22,Aug 22,Peacock
2029,Aug 23,Sep 22,Corgi
2029,Sep 23,Oct 23,Pelican
2029,Oct 24,Nov 21,Owl
2029,Nov 22,Dec 21,Swordfish
2029,Dec 22,Dec 31,Bee
2030,Jan 01,Jan 19,Bee
2030,Jan 20,Feb 02,Bird-of-Paradise
2030,Feb 03,Feb 19,Chameleon
2030,Feb 20,Mar 20,Tarsier
2030,Mar 21,Apr 19,Doberman Pinscher
2030,Apr 20,May 20,Seagull
2030,May 21,Jun 21,Deer
2030,Jun 22,Jul 21,Pit Bull
2030,Jul 22,Aug 22,Shih Tzu
2030,Aug 23,Sep 22,Salamander
2030,Sep 23,Oct 23,Crane
2030,Oct 24,Nov 21,Octopus
2030,Nov 22,Dec 21,Golden Retriever
2030,Dec 22,Dec 31,Boxer
2031,Jan 01,Jan 19,Boxer
2031,Jan 20,Jan 22,Chameleon
2031,Jan 23,Feb 19,Pufferfish
2031,Feb 20,Mar 20,Zebra
2031,Mar 21,Apr 19,Dodo
2031,Apr 20,May 20,Wombat
2031,May 21,Jun 21,Cricket
2031,Jun 22,Jul 21,Lobster
2031,Jul 22,Aug 22,Quetzal
2031,Aug 23,Sep 22,Gazelle
2031,Sep 23,Oct 23,Marmot
2031,Oct 24,Nov 21,Squid
2031,Nov 22,Dec 21,Camel
2031,Dec 22,Dec 31,Spider
2032,Jan 01,Jan 19,Spider
2032,Jan 20,Feb 10,Pufferfish
2032,Feb 11,Feb 19,Meerkat
2032,Feb 20,Mar 20,Lemming
2032,Mar 21,Apr 19,Piranha
2032,Apr 20,May 20,Squirrel
2032,May 21,Jun 21,Chipmunk
2032,Jun 22,Jul 21,Seahorse
2032,Jul 22,Aug 22,Otter
2032,Aug 23,Sep 22,Mouse
2032,Sep 23,Oct 23,Vulture
2032,Oct 24,Nov 21,Anaconda
2032,Nov 22,Dec 21,Skunk
2032,Dec 22,Dec 31,Aardvark
2033,Jan 01,Jan 19,Aardvark
2033,Jan 20,Jan 30,Meerkat
2033,Jan 31,Feb 19,Walrus
2033,Feb 20,Mar 20,Moose
2033,Mar 21,Apr 19,Hippopotamus
2033,Apr 20,May 20,Yak
2033,May 21,Jun 21,Coyote
2033,Jun 22,Jul 21,Black Bear
2033,Jul 22,Aug 22,Sun Bear
2033,Aug 23,Sep 22,Sea Star
2033,Sep 23,Oct 23,Elephant
2033,Oct 24,Nov 21,Platypus
2033,Nov 22,Dec 21,Raccoon
2033,Dec 22,Dec 31,Ant
2034,Jan 01,Jan 19,Ant
2034,Jan 20,Feb 18,Walrus
2034,Feb 19,Feb 19,Panther
2034,Feb 20,Mar 20,Stingray
2034,Mar 21,Apr 19,Rhinoceros
2034,Apr 20,May 20,Wolf
2034,May 21,Jun 21,Chimpanzee
2034,Jun 22,Jul 21,Vampire Bat
2034,Jul 22,Aug 22,Wolverine
2034,Aug 23,Sep 22,Narwhal
2034,Sep 23,Oct 23,Tasmanian Devil
2034,Oct 24,Nov 21,Honey Badger
2034,Nov 22,Dec 21,Mongoose
2034,Dec 22,Dec 31,Komodo Dragon
2035,Jan 01,Jan 19,Komodo Dragon
2035,Jan 20,Feb 07,Panther
2035,Feb 08,Feb 19,Sloth
2035,Feb 20,Mar 20,Silkworm
2035,Mar 21,Apr 19,Llama
2035,Apr 20,May 20,Hedgehog
2035,May 21,Jun 21,Toucan
2035,Jun 22,Jul 21,Turtle
2035,Jul 22,Aug 22,Angora Rabbit
2035,Aug 23,Sep 22,Earthworm
2035,Sep 23,Oct 23,Butterfly
2035,Oct 24,Nov 21,Koala
2035,Nov 22,Dec 21,Sugar Glider
2035,Dec 22,Dec 31,Weaver Finch
2036,Jan 01,Jan 19,Weaver Finch
2036,Jan 20,Jan 27,Sloth
2036,Jan 28,Feb 19,Leopard
2036,Feb 20,Mar 20,Firefly
2036,Mar 21,Apr 19,Tyrannosaurus Rex
2036,Apr 20,May 20,Rattlesnake
2036,May 21,Jun 21,Hummingbird
2036,Jun 22,Jul 21,Hornet
2036,Jul 22,Aug 22,Orca
2036,Aug 23,Sep 22,Polar Bear
2036,Sep 23,Oct 23,Porcupine
2036,Oct 24,Nov 21,Jaguar
2036,Nov 22,Dec 21,Whale
2036,Dec 22,Dec 31,Eagle
2037,Jan 01,Jan 19,Eagle
2037,Jan 20,Feb 14,Leopard
2037,Feb 15,Feb 19,Boa Constrictor
2037,Feb 20,Mar 20,Frog
2037,Mar 21,Apr 19,Praying Mantis
2037,Apr 20,May 20,Jackal
2037,May 21,Jun 21,Lemur
2037,Jun 22,Jul 21,Snail
2037,Jul 22,Aug 22,Fox
2037,Aug 23,Sep 22,Jellyfish
2037,Sep 23,Oct 23,Ladybug
2037,Oct 24,Nov 21,Anglerfish
2037,Nov 22,Dec 21,Tarantula
2037,Dec 22,Dec 31,Alligator
2038,Jan 01,Jan 19,Alligator
2038,Jan 20,Feb 03,Boa Constrictor
2038,Feb 04,Feb 19,Unicorn
2038,Feb 20,Mar 20,Gecko
2038,Mar 21,Apr 19,Hammerhead Shark
2038,Apr 20,May 20,Kangaroo
2038,May 21,Jun 21,Great White Shark
2038,Jun 22,Jul 21,Hermit Crab
2038,Jul 22,Aug 22,Hyena
2038,Aug 23,Sep 22,Giraffe
2038,Sep 23,Oct 23,Goose
2038,Oct 24,Nov 21,Dragonfly
2038,Nov 22,Dec 21,Dove
2038,Dec 22,Dec 31,Salmon
2039,Jan 01,Jan 19,Salmon
2039,Jan 20,Jan 23,Unicorn
2039,Jan 24,Feb 19,Handfish
2039,Feb 20,Mar 20,Leafy Seadragon
2039,Mar 21,Apr 19,Catfish
2039,Apr 20,May 20,Buffalo
2039,May 21,Jun 21,Centipede
2039,Jun 22,Jul 21,Duck
2039,Jul 22,Aug 22,Swan
2039,Aug 23,Sep 22,Flamingo
2039,Sep 23,Oct 23,Clownfish
2039,Oct 24,Nov 21,Panda
2039,Nov 22,Dec 21,Tortoise
2039,Dec 22,Dec 31,Mole
2040,Jan 01,Jan 19,Mole
2040,Jan 20,Feb 11,Handfish
2040,Feb 12,Feb 19,Dolphin
2040,Feb 20,Mar 20,Cheetah
2040,Mar 21,Apr 19,Gorilla
2040,Apr 20,May 20,Ostrich
2040,May 21,Jun 21,Seal
2040,Jun 22,Jul 21,Emperor Tamarin
2040,Jul 22,Aug 22,Ferret
2040,Aug 23,Sep 22,Penguin
2040,Sep 23,Oct 23,Axolotl
2040,Oct 24,Nov 21,Raven
2040,Nov 22,Dec 21,Roadrunner
2040,Dec 22,Dec 31,Woodpecker
2041,Jan 01,Jan 19,Woodpecker
2041,Jan 20,Jan 31,Dolphin
2041,Feb 01,Feb 19,Bird-of-Paradise
2041,Feb 20,Mar 20,Ocelot
2041,Mar 21,Apr 19,Goldfinch
2041,Apr 20,May 20,Beaver
2041,May 21,Jun 21,Parrot
2041,Jun 22,Jul 21,Iguana
2041,Jul 22,Aug 22,Peacock
2041,Aug 23,Sep 22,Corgi
2041,Sep 23,Oct 23,Pelican
2041,Oct 24,Nov 21,Owl
2041,Nov 22,Dec 21,Swordfish
2041,Dec 22,Dec 31,Bee
2042,Jan 01,Jan 19,Bee
2042,Jan 20,Jan 21,Bird-of-Paradise
2042,Jan 22,Feb 19,Chameleon
2042,Feb 20,Mar 20,Tarsier
2042,Mar 21,Apr 19,Doberman Pinscher
2042,Apr 20,May 20,Seagull
2042,May 21,Jun 21,Deer
2042,Jun 22,Jul 21,Pit Bull
2042,Jul 22,Aug 22,Shih Tzu
2042,Aug 23,Sep 22,Salamander
2042,Sep 23,Oct 23,Crane
2042,Oct 24,Nov 21,Octopus
2042,Nov 22,Dec 21,Golden Retriever
2042,Dec 22,Dec 31,Boxer
2043,Jan 01,Jan 19,Boxer
2043,Jan 20,Feb 09,Chameleon
2043,Feb 10,Feb 19,Pufferfish
2043,Feb 20,Mar 20,Zebra
2043,Mar 21,Apr 19,Dodo
2043,Apr 20,May 20,Wombat
2043,May 21,Jun 21,Cricket
2043,Jun 22,Jul 21,Lobster
2043,Jul 22,Aug 22,Quetzal
2043,Aug 23,Sep 22,Gazelle
2043,Sep 23,Oct 23,Marmot
2043,Oct 24,Nov 21,Squid
2043,Nov 22,Dec 21,Camel
2043,Dec 22,Dec 31,Spider
2044,Jan 01,Jan 19,Spider
2044,Jan 20,Jan 29,Pufferfish
2044,Jan 30,Feb 19,Meerkat
2044,Feb 20,Mar 20,Lemming
2044,Mar 21,Apr 19,Piranha
2044,Apr 20,May 20,Squirrel
2044,May 21,Jun 21,Chipmunk
2044,Jun 22,Jul 21,Seahorse
2044,Jul 22,Aug 22,Otter
2044,Aug 23,Sep 22,Mouse
2044,Sep 23,Oct 23,Vulture
2044,Oct 24,Nov 21,Anaconda
2044,Nov 22,Dec 21,Skunk
2044,Dec 22,Dec 31,Aardvark
